@relation langid_train

@attribute language_class {EN,FR,SP}
@attribute text String

@data
EN,'Berkley opened the store in October 2003, and at the height of the low-carb diet craze that winter, the store rang up $6,000 in sales on some days.'
EN,'Voz Latina, a new Spanish newspaper in Winchester.'
EN,'After languishing in the jail for three months, the Delhi police through BSF handed over them to BDR this evening.'
EN,'The purpose, it is clear, is to instill discipline and rebuild a new sense of integrity in public service as Purisima said he hoped to curb the culture of dishonesty both in the private and public sectors.'
EN,'Among the head-scratching additions are five new luxury suites in the basement, offering no view of the court.'
EN,'Bird said the genetic work shows that the smaller two species â€” the blackfoot and yellowfoot â€” are closely related throughout the Hawaiian Islands, indicating their larvae traveled between the Hawaiian Islands.'
EN,'In addition, the excess weight pressures the spine and the lower limbs, which could bring on pain in parts of the body and even malformation, he said.'
EN,'Ethan Addison, who lives on Taft Place behind the shopping center, said at least 30 cats call Cat City home.'
EN,'It\'s going to be gone if we don\'t do something,\" he said.'
EN,'And it didn&rsquo;t stray far (as Hollywood frequently does) from the real-life script.'
EN,'In the Dominican Winter League, Astacio went 4-0 with a 1.78 ERA.'
EN,'For children with these unfavorable genotypes, a potential solution may be using drugs that are not affected by these particular enzymes or increasing the dosage of drugs that are.'
EN,'It also requires lots of special equipment and techniques to prevent injury.'
EN,'\"I really believe that both Rosylnn and Russell have the capacity to record and perform anywhere in the world.\"'
EN,'Last week, the Recording Industry Association of America further clogged the already overburdened justice system by filing another 725 lawsuits against J-to-the-Dizzo, that nefarious and elusive digital gangsta.'
EN,'Badger and Daubenspeck credit the transaction with saving the firm.'
EN,'Shaikh Ahmad acknowledges the contribution of a supplier at the the seventh Suppliers Forum in Dubai yesterday.'
EN,'After a ceremonial workout before another throng of orange-clad fans at the Edward Jones Dome, the Illini pronounced themselves ready for that chapter, which begins against Louisville today.'
EN,'Trail Days inhabits the dreams of every thru-hiker from your first night on the trail.'
EN,'\"It\'s nice for the teachers and other people to be recognized and the importance of that.\"'
EN,'At the time of going to press HCI looked set to increase its stake in Tsogo Sun Investment Company (TIC) to between 51% or 60% depending on the outcome of a complicated deal involving another empowerment entity, Fabvest.'
EN,'That\'s a good sign.\"'
EN,'DiMarco, in his first event since losing to Tiger Woods in a Masters playoff, was second at the World Golf Championships Match-Play event in February and fought Vijay Singh before losing a 2004 PGA Championship playoff.'
EN,'The lower fuel prices combined with the prospect of a good earnings season brightened the mood on Wall Street, where stocks advanced Thursday.'
EN,'A rumor circulating in the community held that a Sonic would be built at the site.'
EN,'It\'s got a \"real\" Main Street with \"real\" shops owned by \"real\" people.'
EN,'As Opposition Leader back in July 1995, he delivered the second of his headland speeches.'
EN,'I would not be able to overcome the pain of my wounds if I had lost the bout,\" Kotonowaka said, showing his blood-stained face.'
EN,'I have supported pro-life issues in my six years in the state Legislature and will continue.Q: What do you believe is the most important issue facing the state?'
EN,'The United States and South Korea support Japan\'s offer to build ITER in Rokkasho-mura, a northern Japanese village near the Pacific Ocean, while the EU, China and Russia back the bid of the southern French town of Cadarache.'
EN,'Sheâ€™s one of the people to whom parents turn when they need help with everything from study materials to homework.'
EN,'After the study, researchers concluded that even if the atmospheric carbon dioxide concentrations were large, the hydrogen concentrations would have been larger.'
EN,'The study included 121 men with kidney cancer, 221 men with prostate cancer, and 246 men without cancer.'
EN,'Not all players can deal with the unique situation that comes with playing with golfs biggest draw, but DiMarco has proven hes more than up to the challenge.'
EN,'While the local partner would provide the infrastructure, Bipha would run the centres with professionals and medicines.'
EN,'His co-driver, Philip Mills, said they had expected to lose 40s on the opening day, and were pleased to concede only 32s to leader Loeb.'
EN,'The Wolverines also have three new recruits coming in -- 6-foot-5 Jevohn Shepherd of Toronto, 6-8 Kendric Price of Boston and 6-3 Jerret Smith of Romulus.'
EN,'\"It all has to be looked into.\"'
EN,'The Chinese side welcomes and will facilitate the promotion of its tourism by the Sri Lankan side in China.'
EN,'It is believed to be the only slave cabin left standing in Prince George\'s County, where thousands of slaves once lived and toiled.'
EN,'Aruban police have detained the father of a Dutch teen already in custody in connection with the disappearance of Natalee Holloway (left), a student from Alabama who\'s been missing more than three weeks.'
EN,'Before the settlement, research analysts at investment banks had a \"buy\" or \"strong buy\" rating on 77 percent of the companies they covered, according to the study; today, the figure is just 53.4 percent.'
EN,'But we\'ll be back.'
EN,'Friday, May 20, 2005 It was the worst possible way to start high school.'
EN,'The Department of Public Health and the AIDS Foundation of Chicago have set up a task force to distribute posters and brochures about meth\'s dangers, and will also send outreach teams to talk with people seen as at-risk.'
EN,'â€œRefund checks are nice,â€ Brown said in front of family and friends.'
EN,'Babies are especially good at perceptual learning, or at picking up various aspects that are out there in their environment and about making connections between them,\" said Trehub, a psychology professor at the University of Toronto.'
EN,'The FCAT writing test asks students to write a 45-minute essay.'
EN,'Instead, he calls the proposals common-sense remedies to ensure the nation\'s retirement safety net remains intact.'
EN,'In Baqouba, 35 miles northeast of Baghdad, demonstrators chanted anti-American slogans, continuing three days of protests against U.S. forces.'
EN,'But if we have good handoffs, I think we\'ll be all right.\"'
EN,'THE LIBERTINESâ€™ CARL BARAT is to compile an album of his favourite songs.'
EN,'When officers arrived, they found a man in a second-floor corridor, dead from a gunshot wound.'
EN,'The one-way traffic drew complaints about bikes overheating and roadway congestion spreading from Ocean Boulevard to Kings Highway, said Ben Brown, an owner of B&M Cycles on Kings Highway.'
EN,'Add 1 1/4 cups warm water, the salt and 3 cups flour to the bowl with the yeast.'
EN,'He said there are plans to appoint a director during July to oversee the development of IT skills in government.'
EN,'EADS shares rose 0.7 percent to 22.86 euros ($29.30) in Paris trading.'
EN,'Allmon was living in California when she was diagnosed with HIV, but because she moved to Colorado in 2001, she\'s now part of this state\'s statistics.'
EN,'CHICAGO - The English played on with the trademark cool and intensity that had made them one of the world\'s best soccer teams, not even flinching when the upstart Americans took the lead.'
